48,48,49,49,56,56,48,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,49,49,49,49,0,0,0,0,0,0
48,48,56,56,56,56,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,48,49,49,49,49,0,0,0,0,0
56,56,56,56,56,56,56,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,48,48,48,49,49,49,0,0,0,0
56,56,56,56,56,56,56,49,49,38,0,0,35,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,49,49,49,0,0,0
56,56,56,56,56,56,56,49,49,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,35,35,35,0,0,0,0,48,49,49,49,49,0,0,0
56,56,56,56,56,56,56,49,49,48,48,48,48,48,0,0,0,0,0,0,0,62,62,62,62,0,0,0,0,0,0,46,0,0,0,0,0,0,48,48,48,0,0,0,48,48,48,0,0,0,0,49,49,49,49,49,49,0,0
56,56,56,56,56,56,56,56,49,49,49,49,49,49,48,0,0,0,0,0,0,78,0,0,78,0,0,0,35,0,0,54,0,0,35,35,0,0,48,48,48,0,0,0,0,0,0,0,0,0,0,49,49,49,49,49,49,0,0
56,56,56,56,56,56,56,56,56,56,56,56,56,49,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,49,49,49,49,49,0
56,56,56,56,56,56,56,56,56,56,56,56,56,56,49,48,35,0,0,0,0,0,0,0,0,0,0,48,48,48,0,54,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,48,49,49,49,49,49,49,49
56,56,56,56,56,56,56,56,56,56,56,56,56,56,49,48,0,0,0,0,0,0,0,0,0,0,0,48,49,48,0,46,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,0,0,0,48,49,49,49,49,49,49,49
56,56,56,56,56,56,56,56,56,56,56,56,56,56,49,49,48,0,0,0,0,0,0,0,0,0,0,48,49,48,35,54,0,36,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,48,48,48,49,49,57,57,57,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,49,48,0,36,0,0,35,0,0,35,0,36,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,57,57,56,57,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,49,48,0,0,0,0,0,0,76,0,0,0,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,48,48,48,48,48,48,48,48,48,48,49,49,49,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,49,49,49,49,49,49,49,49,49,49,49,57,57,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,49,49,49,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
